Date,EPS,Quarter
2025-04-15,0.90,Q12025
2025-01-16,0.82,Q42024
2024-10-15,0.81,Q32024
2024-07-16,0.83,Q22024
2024-04-16,0.76,Q12024
2024-01-12,0.35,Q42023
2023-10-17,0.90,Q32023
2023-07-18,0.88,Q22023
2023-04-18,0.94,Q12023
2023-01-13,0.85,Q42022
