Date,EPS,Quarter
2025-05-07,0.83,Q12025
2025-02-07,3.21,Q42024
2024-11-07,1.20,Q32024
2024-08-08,-0.32,Q22024
2024-05-08,-0.35,Q12024
2024-02-08,0.66,Q42023
2023-11-07,0.10,Q32023
2023-08-08,0.18,Q22023
2023-05-02,-0.08,Q12023
2023-02-08,0.29,Q42022
