Date,EPS,Quarter
2025-03-31,2.60,Q12025
2024-12-31,2.23,Q42024
2024-09-30,1.88,Q32024
2024-06-30,1.82,Q22024
2024-03-31,2.02,Q12024
2023-12-31,0.86,Q42023
2023-09-30,1.38,Q32023
2023-06-30,1.24,Q22023
2023-03-31,1.70,Q12023
2022-12-31,1.27,Q42022
