SVD_1,SVD_2,SVD_3,SVD_4,SVD_5,SVD_6,SVD_7,SVD_8,SVD_9,SVD_10,SVD_11,SVD_12,SVD_13,SVD_14,SVD_15,SVD_16,SVD_17,SVD_18,SVD_19,SVD_20,SVD_21,SVD_22,SVD_23,SVD_24,SVD_25,SVD_26,SVD_27,SVD_28,SVD_29,SVD_30,SVD_31,SVD_32,SVD_33,SVD_34,SVD_35,SVD_36,SVD_37,SVD_38,SVD_39,SVD_40,SVD_41,SVD_42,SVD_43,SVD_44,SVD_45,SVD_46,SVD_47,SVD_48,SVD_49,SVD_50,SVD_51,SVD_52,SVD_53,SVD_54,SVD_55,SVD_56,SVD_57,SVD_58,SVD_59,SVD_60,Company,Sector,Quarter
0.3263734501815072,-0.34604357564629856,0.07276900172191815,0.49058412619658287,0.17368457180758914,0.5013336527159389,-0.3221290607024745,-0.26537567926557254,-0.09171922599601631,0.029854506647966274,-0.06405169353858922,-0.03364464365529231,0.0021435744757560375,-0.0304214030663799,-0.00920109970613053,0.013977203027886465,0.0015591075283686675,0.005011285613014976,-0.003849019407156111,-0.00421288756024791,-0.004866630973198102,-0.00870787412992683,-0.0030849675361143557,1.8339023578662055e-05,-0.002561781581042922,0.004107545588054462,-0.005503135248547746,-0.027770353793264313,-0.011990405073567457,-0.009376413442542699,0.0007118494902888634,-0.021255773489256613,-0.011212126512536997,-0.0005726031885201492,0.002438799303352065,0.007959180769530767,-0.008422048233668026,-0.0020834347955922634,5.170719431556468e-05,0.005499844866300982,-0.006617346360038043,0.0004869933519480853,-0.02234192435582883,-0.0006749250302521772,-0.004108408218192384,0.0024669384445040817,-0.006389095168699611,-0.0014784247280543524,-0.0010030097984360747,0.006296279244215663,8.051411621645514e-05,-0.0067911688812347494,0.0052144080184567485,0.0024363177850836213,-0.0020655934966448937,0.002297561602726583,0.005845378959396801,-0.0017777000855944815,0.006741286174172412,0.003551934209205152,Delta,Airlines,Q1-2024
0.3282641196251416,-0.3295533269035051,0.057016138062302026,0.4994704100349973,0.1677624336173476,0.5016886813770297,-0.3312895852959915,-0.2709117583070628,-0.11446530112815309,0.03853454980511059,-0.06725543326653981,-0.033662433156964024,0.0056013586324548635,-0.03173371809595125,-0.009203213565982457,0.014924641417904297,4.5997984754865095e-05,0.0045941314490148735,-0.007600502136086087,-0.006567680639523704,-0.0011224329266446979,0.0005654497001313392,0.0026267253985134374,-0.0013696515648317815,0.005055913484461386,-0.00020159906396943327,0.010420294468041437,0.0034321250511789242,0.0001558781782402376,-0.0075385928810659895,-0.003183659076626965,0.008204859806793835,0.0032983100087409217,0.004787932329980164,0.006889683356723027,0.006215614582594806,-0.014689069298819829,-0.004443655428895231,0.0054083833595226964,-0.003061509900282292,-0.0014247140410046585,-0.0006999713014885017,-0.011903064740172883,0.010296304693336748,-0.007897133573082745,0.001024098698453063,0.006085993411755084,0.012957842292628445,0.008078528456479104,-0.00472209067666906,0.0007535311052502946,0.003093247583863144,0.0033229620351872755,0.01074561090499497,-0.0023677098915407756,-0.008541514478179538,-0.0006652403161187025,-0.00038016306395950174,-0.0008682236827892414,0.0008963891103593862,Delta,Airlines,Q4-2023
0.30824092518791085,-0.33524113875408723,0.06953059303057973,0.4943094631482905,0.17265786304944714,0.5037670938918103,-0.3256864949793902,-0.27351419365586455,-0.09932154610162354,0.033034140495704425,-0.06255352426212717,-0.02880995230403897,0.0034284987287992405,-0.032461907399496795,-0.008552131260202014,0.01472268831447799,-0.005162799395144563,0.014600627360971645,-0.01072960358680696,-0.006202603874795223,-0.002696173689181555,-0.0023745809054187697,0.003688385482393626,0.0017591461655008418,0.005389090768976199,-0.000475077914292377,0.002757225204812433,0.011663556526840577,0.000909098572809412,-0.0025606857579962942,-0.0009298390120624129,0.02154957516144758,0.005144974799488216,-0.010016716347308444,-0.0021310272817553102,0.00439917719965436,-8.984077297820547e-05,0.007452640462142453,0.004176696337842662,0.010368336579132375,-0.003847447143685984,0.011817376659970463,-0.00436882100697779,0.004414616916174226,0.006274273291548774,0.006509342831491259,0.012392025750771987,-0.002604766999209502,-0.018325545411103792,0.004430895665021481,0.006857656578613393,0.009997262413521585,0.0033826843812897597,-0.009979142018424893,-0.012384344083083079,0.0054868474841501085,-0.005284224231997445,-0.0074466076249081895,-0.0016580441914509315,0.002293055904047312,Delta,Airlines,Q3-2023
0.3004917940640605,-0.33406302342610156,0.06273482052504081,0.4891135020266695,0.16648918890696981,0.5189930201589227,-0.3135032306463648,-0.2830067851620724,-0.1080892065902911,0.03960225645147429,-0.07145191735219507,-0.03977944361603969,0.0018584494376372711,-0.035228234633948134,-0.00864802962550292,0.01894442142554943,0.003186429564064856,0.0072634359029901206,-0.0043385579915042344,-0.0029286610335509107,-0.008190487824706475,-0.007371395210949146,0.00022649342507651232,-0.0048564261380670114,-0.00979435070246729,-0.0036249536651704606,0.0010089669648026302,0.009056063202113478,0.006135860190502066,0.012325976059999612,0.013334815714233754,0.01972493483515021,0.021854391185755384,-0.006540845481950121,0.004493707173819183,-0.008177006510308019,-0.002138284683625144,-0.0008881132319629309,-0.006115408133196121,-0.009602778015285406,0.0020098867570302235,-0.00486937284660076,-0.00732177363827579,0.00023068990825858663,-0.002810835071918,-0.024694992046043886,-0.007316123552989355,-0.010219283348246799,0.0023313263470176185,-0.003973500821496364,0.004255964593465176,0.020765749381483744,0.003789782594905921,-0.0038588954444388123,-0.013503268970019236,-0.0031462071803623533,-0.022947946718296634,0.0008163972963749014,-0.0031512862632852813,-0.01714420682076652,Delta,Airlines,Q2-2023
0.30685689895502805,-0.329425432367376,0.07010435812464637,0.4902219747252462,0.1721879208330891,0.5077716908075584,-0.3280859184500947,-0.27030691989643174,-0.0977566024987356,0.037937453043245604,-0.06363343328704833,-0.024469507466907653,0.0003679541608685832,-0.03025934442431229,-0.012524369192683796,0.012864617899659384,0.0037856256805476026,0.007001764499909216,-0.00549484391271803,-0.003623342215343357,-0.0022405396470177234,-0.017179962306744737,-0.0009428335966842655,-0.0006017153610936982,0.0014739151620596813,-0.004388365271409923,-0.005379020917496154,-0.01923961808031974,0.007919101630081814,-0.007831153051832462,0.010327311741139805,-0.024258577786860823,-0.005010150595699428,0.0082416762855712,-0.0028129168042879005,0.003583776568555777,0.0032437589106805048,-0.002319347310946105,0.00781863174490951,-0.002167834145328088,0.004790363335845727,-0.016664602109273806,-0.016124946866724933,-0.000438437989504455,-0.012237139984177922,0.004237008289245002,0.009658377614168837,0.011326863934709221,0.011392553017281315,-0.013071147860148461,0.001916261279093585,0.007059451572819751,-0.005540857881495026,-0.0029301321831993353,0.0040888437736189,-0.005895777797279937,-0.014432169213430919,0.007532666559449177,0.0022881016617088776,-0.003957211784616492,Delta,Airlines,Q2-2024
0.35221647774494524,-0.3299304073543701,0.058918264011747365,0.4912539798894465,0.1603901723510706,0.47873453499424073,-0.3013856346428369,-0.2619872486174597,-0.10688193526262317,0.03712518068565189,-0.06131855031222167,-0.03970641976940635,0.013207143660088846,-0.029589091391542227,-0.01789876047307116,0.021429925213163042,0.008901250395407592,0.005742781611335113,-0.018008814517440422,-0.0003732304746520669,0.0077560315701087875,0.0015894125440839364,0.012033108051224338,0.0036585452475362745,0.0010949930861219332,-0.00045973072659043733,-0.011241184431623964,-0.021891259370518102,-0.005663780157454884,-0.013476369844377143,-0.008756114598188236,-0.027958416885069084,-0.011144418307188049,-0.016813389334064257,-0.015502000950985457,-0.0032621370125845038,0.0033101532938470788,-0.004066374798162303,0.005861399100268585,0.007366377979745565,-0.009603098924049548,0.0040055761648795625,0.01284940218948946,-0.023064046529477206,0.010695516730958384,0.0286959219860608,-0.0073303788916926765,-7.366044276781365e-05,-0.007604077915499003,0.0036919731989300047,-0.01817627180695964,-0.024791631146987278,-0.011799618562290061,-0.006561559221827753,0.011706341273989587,0.010080496031921968,0.019998002016119565,0.010668833249833863,-0.015181678918001975,0.01689333123778747,Delta,Airlines,Q4-2024
0.3229682498107198,-0.33551487274990555,0.06569003159012556,0.4864528754557532,0.17000864445702946,0.507194703515571,-0.3184215996662928,-0.27301476161385524,-0.09940275571698798,0.03187884580541196,-0.06101455473986801,-0.03603488404210876,-0.0014009392127945308,-0.02694599226502193,-0.012305034355470373,0.00930344760654099,-0.002846948164008603,0.007923905362902332,-0.004275999698512372,-0.0046278321509851585,-0.00238237343810267,0.0005007083127778083,-0.004601045100589744,-0.010722849788619015,-0.0031196626389438276,0.004571357634400858,0.00919817642404412,0.024612267715097724,0.008694814633001606,0.020849017335589654,0.003453456909710284,0.03478509805734785,0.006173512298566617,-0.0018900871141409167,0.014620051039557058,-0.012665234445000204,0.01109149369112612,0.017991246896769175,-0.018875947383979796,-0.01922153783151175,0.01071575047725892,0.006762116499620924,0.023317785748446368,0.017935504052858032,0.010019014070841865,-0.024304935462181113,-0.009275581861263094,-0.0232041444319186,0.008363773107182853,0.0019518195599078996,0.005875928213869227,0.010379977475383525,0.005922398428760937,0.0014385647269170936,0.010335990135470832,-0.012278420876233629,-0.0004033409114059638,-0.005711496281337535,0.010031678416147619,-0.015378818102557795,Delta,Airlines,Q1-2023
0.3207601376209379,-0.33014451189130456,0.06725322380811544,0.5086668625940778,0.1647322625011743,0.49837729370476125,-0.3206398497084142,-0.28053267707191143,-0.10479927904066157,0.048449843809444955,-0.06100572797609989,-0.03483761714725717,0.004485823720317921,-0.018792412525811774,-0.013391147625935546,0.013013848732279246,0.009465264029554584,0.006334132143634696,-0.007184548826164776,-0.0007621162050282811,0.0005551291169244677,-1.1660613790736695e-05,0.0028061593894739383,-0.0007014500569162323,-0.0042306989991616455,-0.008802256191011236,-0.0029527809193779474,-0.01767244416191365,-0.004291637615002331,-0.006955154059946724,-0.007294298569183363,-0.01706234351088407,-0.010428348623666327,0.011817645046368359,-0.0030486766396492183,-0.0038272395992379887,0.01749072200313193,-0.0152917411789636,0.005707285744774464,0.011133236511149266,0.004619517474490621,0.003458339460549609,0.01880475813118867,-0.008886070724502832,-0.0018993825787386102,0.0070894481942750665,0.008185311668949329,0.018798197134069397,0.0012971862785444957,0.001964976967097891,-0.0039675535683285435,-0.027337336087595317,-0.0074483217338212684,0.009894683741096946,0.0064594067530180975,0.002696702415525582,0.011774371235482679,0.0006237458368680195,-0.007304913641687168,0.0132818577881323,Delta,Airlines,Q3-2024
0.5436008547367961,0.2628828165618472,0.10378774504230032,-0.19797304678355704,0.033282086338634366,0.19380226866137149,-0.005149428567410552,0.11276126125640494,-0.059517489650716696,0.04177375554032865,-0.10790910266857655,-0.013526383354371094,-0.04350058703090395,-0.14869638441034846,-0.014215085036915485,-0.042385000034921155,0.47260143655807835,0.0016690220062063387,0.037219770920304304,-0.004034480689515968,-0.04445247451829284,0.031109344447341696,0.012429602826955091,-0.0008290601305124502,-0.09290481734392236,0.34015879546513444,0.14082858732669715,-0.0069378600459179,0.058853924112439206,-0.0320144037284475,0.0085849110016812,-0.04174615036518235,-0.00040864808060737945,-0.026887905084201674,0.05399478064804609,-0.03754710462309626,-0.030561495001731793,-0.022081022884165934,0.012414563949714314,0.0009241415340193616,-0.0016773731265297903,-0.015174739687569253,-0.02196201095646683,-0.055592708194975644,0.02891460388877782,-0.0065348392282229125,0.045605526727392966,0.00098912619835193,0.0407922863765444,-0.025280354161834974,-0.003147440295090068,0.03641836206471057,0.09675701789576467,-0.013139554283411,-0.01879661696271455,-0.09982230189772175,-0.0763757115843985,-0.041623352922533524,0.023485006655491757,-0.041356336871752664,Intel,Semiconductors,Q2-2023
0.5219741178839425,0.29112840091998726,0.12204891044521851,-0.19259457504134453,0.03750728415418514,0.17971396600810116,-0.007039059188281781,0.08075047929094187,-0.06386450394983617,0.030725505001580625,-0.13163405979768877,0.013191299889398897,-0.04304421731549103,-0.14614868497500344,-0.03645350337144807,-0.03276891520829186,0.5299514508105145,-0.001984356763937327,0.048126130048528296,-0.008521538817248878,-0.02481316416106137,0.017975436152740786,0.0038453570062810345,0.01155084888881408,-0.10317751863568142,0.24607944777061644,0.08679180988829555,0.006160837091974382,-0.0021950542123259226,-0.01843832622738198,-0.023016719998882898,-0.06475903219882093,0.02796683474914601,-0.0040700284241058,0.03238872462961726,0.03439582377345087,0.09588090172587829,0.038511658424163236,0.008895722218938685,0.06939348645206042,-0.10253493250248259,0.006764876734447534,0.04810651329419773,0.01325085168222504,-0.002062192584231924,-0.05101561983409968,0.06142521459888265,-0.02879631456126937,-0.04990448814093655,0.07265555219395065,-0.048257559955780356,-0.07940341666358991,-0.03557497141652861,0.09286107213038956,-0.006184740482127587,0.09136902580479045,0.013276849356145138,-0.018877163770002953,0.05288912479902873,-0.009876961678532739,Intel,Semiconductors,Q3-2023
