Date,EPS,Quarter
2025-03-31,-0.19,Q12025
2024-12-31,-0.03,Q42024
2024-09-30,-3.88,Q32024
2024-06-30,-0.38,Q22024
2024-03-31,-0.09,Q12024
2023-12-31,0.64,Q42023
2023-09-30,0.07,Q32023
2023-06-30,0.35,Q22023
2023-03-31,-0.66,Q12023
2022-12-31,-0.18,Q42022
