Date,EPS,Quarter
2025-05-08,1.54,Q12025
2025-03-11,1.45,Q42024
2024-11-10,1.4,Q32024
2024-08-10,1.25,Q22024
2024-05-10,1.52,Q12024
2024-03-11,1.22,Q42023
2023-11-10,1.34,Q32023
2023-08-10,1.56,Q22023
2023-05-10,1.75,Q12023
2023-03-11,1.34,Q42022

