Date,EPS,Quarter
2025-03-31,2.42,Q12025
2024-12-31,2.34,Q42024
2024-09-30,2.16,Q32024
2024-06-30,1.82,Q22024
2024-03-31,1.45,Q12024
2023-12-31,0.32,Q42023
2023-09-30,0.55,Q32023
2023-06-30,0.35,Q22023
2023-03-31,-0.45,Q12023
2022-12-31,-0.94,Q42022
