Date,EPS,Quarter
2025-05-15,$0.56,Q12026
2025-02-20,$1.65,Q42025
2024-11-16,0.57,Q32025
2024-08-17,0.56,Q22025
2024-05-18,0.63,Q12025
2024-02-21,0.67,Q42024
2023-11-16,0.06,Q32024
2023-08-17,0.97,Q22024
2023-05-18,0.21,Q12024
2023-02-21,0.77,Q42023

