PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,Company,Quarter,Sector
-0.3113554636601133,0.017814480225462698,-0.46743198316508383,0.22932984219625493,0.48822242043662384,-0.33152622300567186,-0.287136947480486,0.027404864501553133,0.0074227778613014505,-0.07670271270221175,-0.031125484729874142,0.005399343218017163,-0.030594850776919334,-0.009804789890576088,0.009446351715198253,0.0038398891247536245,-0.005297224759516808,-0.007679459453937274,-0.0010837919055116149,-0.002708089415484064,-0.004636355169831154,-0.009299526213993643,-0.0004879156765314815,-0.002219583513704843,0.004164601261094581,-0.00615973986559745,-0.02530525506885223,-0.01324204981618544,-0.00895387047901071,-0.0014885823702216181,-0.021318944017068197,-0.012680002512911836,0.004165994648480097,-0.003517851557085578,0.008635516053333032,-0.008844979483552453,-0.0023755581693208883,0.0024665274140599795,0.006187240625060545,-0.006632803220908479,-0.0011449334080724496,-0.022700705244963742,-7.05957695177326e-05,-0.0036964772595959373,0.002764915356818431,-0.00705342870842778,-0.0010056279581321754,-0.0002343581571551555,0.005901109568261234,-0.002680547502066167,-0.008819973910533473,0.0035977031479958225,0.0023727837403027603,-0.0019869437957515937,-0.002628567744051651,0.004969773497489067,-0.0018333451326811034,-0.006189078868301767,-0.0003518314779682763,0.01673414076147461,delta,Q1-2024,Airlines
-0.29413379291321456,0.00499512455787571,-0.4765373526886399,0.2254623955059528,0.4895205246528788,-0.3357124118569384,-0.30396978799437774,0.007159747776296446,0.014401304994909409,-0.08180624748032664,-0.030842431410513318,0.008997708512586057,-0.031904270991651926,-0.00977663353173204,0.010324289438489738,0.002362519031243368,-0.005709397163939464,-0.011240121767340351,-0.0036633228236733944,0.00126006857805587,0.00364164105123906,-0.0026047433232670378,-0.002517207561761439,0.005723681518520753,0.00033887190789772193,0.012377856405192659,0.0030747562559922214,3.245448641053226e-05,-0.007316664622234363,-0.0040002916787531696,0.008201867412197828,0.0021510205301451266,0.008710726439109874,-0.005291151034334302,0.006279596806563731,-0.01315937826984892,-0.006731945231924893,0.003949767071106733,-0.0041101466316661,-0.0014184097562780218,-0.0002524707401602497,-0.010615373845254752,0.012056295094117788,-0.008371867389594941,0.0009290072907835752,0.008124370831569338,0.011181771800851134,0.008608712359621401,-0.0046003198026358565,0.0014344420739777618,0.002176654828884657,0.003980944048621436,0.009535407185342364,-0.0030381283837877565,0.009417938230164517,0.0013863640775735608,0.00019047353467066858,0.0002918838355691171,0.0021426581528543585,-0.005054947364182731,delta,Q4-2023,Airlines
-0.30729711781370805,0.01934856207444947,-0.47071317720042505,0.2298224514322591,0.4917416988025996,-0.33065652829536135,-0.3005762856399861,0.020844706376353047,0.011520878182386039,-0.07499549235738558,-0.026640468580492682,0.00616247806612291,-0.03259998073890499,-0.008837487263771628,0.01121409602839469,-0.003375743796564714,0.006375661245555664,-0.01349525129626581,-0.004349631785161444,-0.0016688921564295043,-0.000931027611308738,0.0010628689367556178,0.0012469471320908675,0.005679843419177695,-0.000295521432793991,0.004046861507696144,0.011116664102817595,0.001302612146991368,-0.002725024563343487,-2.7224680130572303e-05,0.021579689136864616,0.006297852965542354,-0.009961231809699492,-0.0015036838815999703,0.004919003319004143,-0.001315203968264426,0.007571645885652531,0.004230411969598142,0.009046885019711742,-0.0038044185912425527,0.012717829367722772,-0.004221484671239823,0.004766543557169255,0.005460887601500864,0.006002605466736793,0.012939911913867848,-0.0030061205155239934,-0.01936752040604261,0.0048451328629664355,0.0075239611639916475,0.006699294306481597,0.006324746918544839,-0.009073780550577417,-0.011856115479184406,-0.006790372592215993,-0.006231150599148565,-0.006998406263632767,0.0001639129714262737,0.007797671124222025,-0.023832051816063154,delta,Q3-2023,Airlines
-0.3087807859752626,0.01475925526175761,-0.465872965787623,0.223948957990525,0.5079362611752779,-0.31632850854893624,-0.3123455456100973,0.017539263338056905,0.016344187873447085,-0.08479646632076707,-0.03766476458211053,0.004746662364518327,-0.03537729057414584,-0.008784004848775612,0.015154659258355128,0.005096393215981541,-0.00039838121594209115,-0.006681092221538835,-0.0013108256392733966,-0.007778931448216498,-0.00586693658686721,-0.0017711363124577144,-0.00453791365116489,-0.009974168834817988,-0.0036091700553326175,0.001245586883735126,0.00818753122403943,0.006671511829930793,0.011748612057522072,0.014986417407927414,0.019676975398247237,0.022639011661888454,-0.004703758474279257,-0.006125971279893179,-0.008263515296266802,-0.0017574209427441772,-0.0015768324805248883,-0.007879749129496886,-0.008816874441663507,0.0019915060013213372,-0.005222690449267096,-0.006556495314419267,0.0016387314105344344,-0.004379683695944767,-0.02475095977162792,-0.008237122807061825,-0.007193043998434352,-0.0005559269337693547,-0.002767275844031815,0.01040659648961429,0.021261366352579733,0.007833968351808105,-0.005378324474638072,-0.013989352117035805,0.008124004649578829,-0.021710837693761587,0.0006842589005850641,0.0035315485245543594,-0.017725503371648462,-0.001629375067831436,delta,Q2-2023,Airlines
-0.30229613690075713,0.020955541414219993,-0.4666490839150056,0.22896917946713666,0.495777443052184,-0.3329882995023423,-0.29765604416721375,0.02012742301449898,0.016491712877451336,-0.07661515632680851,-0.022364750671164762,0.003036872944488697,-0.03040389739076985,-0.012902266234238605,0.00955837813031732,0.005508145188400639,-0.00018247390223806632,-0.007660100681065743,-0.002173645367848017,-0.0024732030322656487,-0.01597618747476979,-0.003528147323817764,-0.0003318572832394191,0.0011688211353790576,-0.004735637773204528,-0.007892689209773266,-0.018744816665205652,0.007522333053157138,-0.007968281166898808,0.009650947370044422,-0.024342076783559475,-0.0055718434878567645,0.005587744367543344,0.005739725834467215,0.003050185026671485,0.004292984855080287,-0.002362110846631967,0.0070360985734367,-0.0031888552405301466,0.004767039682940832,-0.015803599752763662,-0.013437408618305622,0.003256994364986463,-0.015208609876919951,0.0037713336008097995,0.012486904498073497,0.010585810419364426,0.010178081539497676,-0.012265147542384322,0.006530301120034535,0.010869118390853133,-0.004746120282242883,-0.004093991988405037,0.0035936582116843484,0.009123141381689312,-0.012541334592699863,0.008258409234116061,-0.0018488243411189202,-0.0010632400208268917,-0.015186144315057699,delta,Q2-2024,Airlines
-0.2867690856646644,0.0032579481741542753,-0.4697501394403762,0.2162932167614987,0.4663254739669055,-0.3096490015487193,-0.28778225544251523,0.015316221925827848,0.012494335471235048,-0.0768590018683897,-0.035968801699093424,0.017346474091108326,-0.02978078516158213,-0.01845376382096031,0.01600184960774515,0.011845243764749184,-0.008044759996659207,-0.023523472084100324,0.0035472834282770423,0.011146748843891326,0.005085642863820471,0.00373187544398607,0.0020918043571152255,0.002151445989589389,-4.963512583626609e-05,-0.008612635197985344,-0.01743166726255132,-0.0074845613508121005,-0.012621826125538058,-0.011885217122628682,-0.0279788831321586,-0.011882171709116825,-0.011874494901672495,0.0066582523066244645,-0.0007969975935212503,-0.001925263634462016,0.0006399021617829082,0.013540339000179032,0.009021365390595665,-0.00963572876479832,0.0007908731483772264,0.008308921001349213,-0.028277844351985323,0.014659441388581626,0.02940528491205997,-0.009336404790074089,-0.00206951232029711,-0.0031425165341718102,0.0014254687245473167,-0.026046217730937113,-0.022913521193048007,-0.015892615214318447,-0.0026754705645367634,0.013109755227059485,-0.01956556705616941,0.01816574199143861,0.010233381228445894,0.01457732135267208,0.01762482342338109,0.008135466461584688,delta,Q4-2024,Airlines
-0.30235035525500775,0.01345832628189475,-0.46340732473680807,0.2259114628925121,0.49486927285091376,-0.3252765823961661,-0.2979798411303241,0.0229878190830316,0.00958533602978552,-0.07405333954393907,-0.033351903256618326,0.001967918224353003,-0.02713617069487274,-0.013144618023711528,0.004994023583641804,-0.0006790986730793444,-0.0021341491791235807,-0.008054634292815194,-0.0015404599726641858,0.0002571073409316243,0.00430528705032165,-0.009572991864054201,-0.01147723070897373,-0.0027831410950278257,0.005103951597814434,0.012384817815139143,0.023444613739895738,0.0092724867257829,0.020661425882432388,0.004517836782288863,0.03477978840375858,0.006200538467244144,0.0014310982075144954,-0.013756345314573018,-0.013480492644872938,0.010050712012560753,0.017936811702067824,-0.022972615090025714,-0.017199732031791308,0.010714272755182969,0.006414841367300798,0.022219918923324228,0.014934960858914284,0.013153682884874392,-0.02375012371815471,-0.01391065655732631,-0.021537155448632234,0.006474775369385399,0.0027790019021545227,0.00873894981530604,0.009170938034451915,0.0077743232729094785,-4.256902837098055e-05,0.009613893371612945,0.012922921531450316,0.0024687467725279947,-0.004529595524611526,-0.010312210881612459,-0.017098001421111505,0.004154013930984491,delta,Q1-2023,Airlines
-0.2982356135154272,0.01607057202377599,-0.48601987931337104,0.22367856465923888,0.4865476815514862,-0.32509798757743624,-0.3084132111165583,0.019820400787890387,0.025611890562406994,-0.07663922313262142,-0.03169513966308703,0.007997346341097167,-0.018974367057930756,-0.014094658675425047,0.008510300447202331,0.011710311499689376,-0.003561978331379096,-0.010843173040640528,0.001916633491953874,0.002464546182924278,0.0022994748086635525,-0.0011285889601215062,-0.001062750466454211,-0.003981374877112986,-0.008680719427973469,-0.002764509058393912,-0.015926456641708175,-0.005200478686982473,-0.006467329849518054,-0.008931860883838794,-0.01705571343048319,-0.011577521215717961,0.00925685068540408,0.007207593158467155,-0.004839513687706084,0.018732327396248926,-0.01244939707210541,0.008492491000305481,0.01056092796326385,0.004637686947346817,0.004200096143793807,0.01784611278163909,-0.010201176513754195,-0.0013409935318817363,0.007117562570206694,0.010232404123433939,0.014876928034334155,0.004688593647583224,0.0007017179145735823,-0.010609893354054708,-0.025954449525386006,-0.013480561216383819,0.010226206401363729,0.006498167400236745,-0.0031976203854511324,0.010565320252925187,-0.000492349018941319,0.007465322744113011,0.01129076754521594,0.012198256858588575,delta,Q3-2024,Airlines
0.3286252421001509,0.11012307754533113,0.19947722033180032,0.0057779686999026615,0.1882050997299545,-0.02491490742304634,0.09164005362447329,-0.08390116920449142,0.015902699848155618,-0.12068423585101705,-0.012731825191377317,-0.039468660523619706,-0.14905291383000518,-0.01879284131602436,-0.050888067405172065,0.4733588609086473,0.00213415955095912,0.03501186191522192,-0.00015359053885808418,-0.03933492748650625,0.037889770257828824,0.0035632634156665126,-0.0037415293639443685,-0.08812318600356712,0.34403028717550044,0.1337653394192027,-0.025320585519432833,0.06102698845820931,-0.032339641066814105,0.008096464491411907,-0.04180493596469336,-0.0005938232481918586,-0.005996442384991063,-0.060058337009959946,-0.0371562331056185,-0.02935243654294077,-0.024503728227597,0.015028437214516068,0.0005855391935673356,-0.0017271782204459256,-0.016992626653796992,-0.022815446982389895,-0.05433342043390248,0.020842912234937044,-0.008698170119253617,0.04764331844449762,-0.00417237614379329,0.03774028856757669,-0.02385433839865264,0.00636389214494013,0.026313717091227217,0.09369585850157017,-0.032913127414188656,-0.02534843873621756,0.11292044884340198,-0.04891441343930843,-0.026633466936468165,-0.03755348859822335,-0.019693905448294354,-0.07585621787780236,intel,Q2-2023,Semiconductors
0.34634477784861695,0.13536552112461875,0.19502645765961896,0.011310573473761578,0.17503859789149387,-0.022405524207385022,0.059690832299479024,-0.0751253009467685,0.0019395594428866306,-0.14259321397229693,0.0123188595779917,-0.04032312648331592,-0.14643435638842728,-0.040154446094302715,-0.03896263804218724,0.5299682247193694,0.003841857158042668,0.04846659049367879,-0.006270654381850427,-0.022590487298587085,0.020831774464180015,0.0013902873979843792,0.011270416784534082,-0.09992847427558177,0.24869511377840609,0.08300322007193148,-0.0052574819119289695,-0.0003409929118316658,-0.018386204286882177,-0.021762640112642204,-0.06454564307791748,0.02894987135078927,0.0030953517250727307,-0.030539152644247,0.030605150677828107,0.09281388637779604,0.049173662997107286,0.015858387118355383,0.06622287263287278,-0.10242098230917969,0.013676701400270596,0.04978664106178543,0.011979113108555733,-0.0007019623135541443,-0.05053545362231771,0.05240235005657294,-0.043264647297696864,-0.042796925688752784,0.06691140835224185,-0.0710108279528001,-0.06936532871569438,-0.05061577700629533,0.09830262968199772,-0.0045021019693926335,-0.06416584593375925,-0.013833476841350802,-0.026436556432918666,-0.04371311260875598,-0.02088222552430736,0.010571754975150569,intel,Q3-2023,Semiconductors
