SVD_1,SVD_2,SVD_3,SVD_4,SVD_5,SVD_6,SVD_7,SVD_8,SVD_9,SVD_10,SVD_11,SVD_12,SVD_13,SVD_14,SVD_15,SVD_16,SVD_17,SVD_18,SVD_19,SVD_20,SVD_21,SVD_22,SVD_23,SVD_24,SVD_25,SVD_26,SVD_27,SVD_28,SVD_29,SVD_30,SVD_31,SVD_32,SVD_33,SVD_34,SVD_35,SVD_36,SVD_37,SVD_38,SVD_39,SVD_40,SVD_41,SVD_42,SVD_43,SVD_44,SVD_45,SVD_46,SVD_47,SVD_48,SVD_49,SVD_50,Company,Sector,Quarter
-0.3695189616192998,0.14974215021916173,-0.008824941665034804,0.0853341742643438,-0.058221802460048315,0.08528954747368273,-0.12292367549493355,0.16990308124598247,-0.2931628549320158,0.24121140711280567,-0.029263396408083592,-0.3569241621483215,-0.1333830452833763,0.06449983491428266,-0.0038437848864605285,0.031704947416483484,-0.00859632154355954,0.04042929726698738,-0.01097413346418137,0.02096395856929573,-0.01855799906305882,0.015233358434916862,-0.0010687694421550958,0.06493332223587307,-0.054429841158493274,0.13716093451055902,-0.03391978019729644,0.024994295786602973,0.006440348944988612,0.014256705061084498,-0.017985676572322033,0.05474099517605567,-0.038486841909227125,0.007405576884975367,-0.023529883563130023,0.005997134291860878,-0.04851577612274352,0.039289202097138785,-0.043543544093161066,0.08136359840228896,-0.006809917061928181,0.016501947481165662,-0.021113989928888983,0.0627399210456742,-0.018690344539742505,0.013595522966982283,-0.016040243863166877,0.022567989468577514,0.012078754357265142,0.012759786334146803,3M,ConsumerGoods,Q1-2023
-0.422105311689255,0.20558637543019373,0.009955746756528938,0.14763770113378177,-0.10528330164655064,0.10663705828963911,-0.11077938476233716,0.2217852398473561,-0.3568097123174302,0.3229493853461258,-0.052058923956507096,-0.4351587689109665,-0.17526915598541704,0.06711516474602448,-0.05085717215619426,0.04326671388007873,-0.0006539331486023481,0.031637386674008054,-0.04317193034011541,0.011383262195717543,-0.00346203954403222,0.004747507820813087,0.006040141928306489,0.040064546578141964,-0.07091800160562327,0.026675906866198477,-0.024553889584657637,0.030516263943051184,0.02634092139822005,-0.05342761543132013,0.05899914384677643,-0.03309261860682145,0.01143767914765728,-0.05054162431504238,0.009255966243967163,0.04162905632338289,0.03765045033652057,-0.006279028722323346,-0.13068792533396528,-0.0735460407918364,-0.052786709149652625,-0.0965098232113077,0.022164567740905732,-0.06926534034829306,0.03917623275142407,0.05473424204063472,0.13303032560569628,0.03731276742213888,-0.04379080576249894,-0.01754779831695701,3M,ConsumerGoods,Q1-2024
-0.3916876835944954,0.18094801014568182,0.003085227935971153,0.13940256178108698,-0.10783507109962509,0.10040234236165181,-0.14671306776176352,0.19533321311999008,-0.3579869553347039,0.3227415214068922,-0.03256256298115614,-0.42500170216910127,-0.13905578447035716,0.07173460274958163,-0.02644287296698365,0.06328724064529584,-0.008116026458470697,0.04767314950869628,-0.04762251452463812,-0.001025154199013904,0.00883928888841756,0.010808402435393522,-0.001312712350435135,0.031565098839978156,-0.09697447038815787,0.0840784337246999,0.040621125520502226,-0.010599700268406807,-0.007029887488696582,0.01842556831456115,-0.019421381297307742,0.03408528766809571,-0.011101441085360611,-0.009585776727051621,0.019265392675006907,0.029592767582308104,0.0701199735636832,0.057363970337510506,0.04440381631282508,0.011229355774515197,0.02879674200362078,0.040586891699438715,0.009824752365457386,-0.007530945828663711,0.0125524460588899,0.001827442150797508,-0.08612439172476463,-0.011946057946922318,0.003767020696367146,-0.06300145737021752,3M,ConsumerGoods,Q2-2023
-0.4640337638355191,0.17067314999870412,0.05090623625524279,0.03927462840942612,-0.07502301088166992,0.05611571147914174,-0.10379442167462549,0.16911380000884182,-0.22549210765085045,0.251392230515107,-0.05025782773920526,-0.2308420493530282,-0.09256226251863256,0.051413327556624394,-0.008254779504701893,0.04740280716921141,-0.008018701709955549,0.004844811673298835,-0.03372034193040148,-0.013054107820633758,0.03695275669602504,-0.0031992698817393753,0.06848949057588306,-0.10042878580478973,0.19027761055660253,-0.20927835102007256,0.07662212058065693,-0.12004496421972938,-0.0023871243524740335,-0.007022361933684282,-0.0004363288529465136,0.0018120459557703999,-0.05874051677814989,-0.0263484254707866,-0.030059408198768584,0.04482398113945454,0.09987290772363244,0.16566276523145135,-0.05539621580437655,0.06981782386561397,-0.04122672858263865,-0.014318862108707016,-0.020948308227320567,0.07623962888865714,-0.08726381876507425,-0.05550171570270398,0.05009238088605077,0.008363282399072702,-0.014616255187300503,0.04912286140468339,3M,ConsumerGoods,Q2-2024
-0.4160017145387285,0.1890814889574632,0.012935886420569021,0.11635990010655357,-0.09592563923728395,0.11033271978738515,-0.1607649783123829,0.21066240576409773,-0.3854958509206457,0.3601989948042467,-0.057435127390288276,-0.45607212990050033,-0.1533210636691709,0.07838213055230125,-0.03724587155793859,0.07404951233115907,0.009021517125306255,0.04163108504567424,-0.051643626650085366,0.007623984896380871,-0.0014302314360507308,-0.01038366739795911,-0.012015870748508987,0.0018902029344539792,-0.07560010107575514,0.0032986844189237157,-0.011350482062098583,0.008549620648545664,0.002501315592686177,-0.03479194062348678,-0.006441980612123349,0.007852361268068622,0.023951908459694117,-0.031170197913080667,0.023096788348320314,0.01739638778337024,0.07659871439719512,-0.004922886726694257,0.03135032229088538,-0.03633787049423382,0.02449906511511732,-0.012863501884743457,0.03422077997681022,-0.07091456368053856,0.005059230565868051,0.006354290985260144,-0.0905060657402718,-0.030429072207881783,0.05637615209048219,-0.04973922306576912,3M,ConsumerGoods,Q3-2023
-0.5140076039547158,0.18874251129981717,0.06139104014025833,-0.021958512050668913,-0.01789481729573733,0.06532409679251737,-0.1303211727708678,0.14656433173972444,-0.2037991481875349,0.25572487900825547,-0.10015222550768171,-0.19343906726642288,-0.09982567806571327,0.049912669276460236,-0.03860442133112433,0.007603038416272338,-0.026527503175284378,0.005113357751503455,-0.029410890744122117,-0.032722870070324844,0.0251062561875783,-0.031993466995519956,0.01451672258248794,-0.11598896573423571,0.19607556047392743,-0.2525158843337654,-0.008714042120218838,-0.08385210926622613,0.0025309687188123605,-0.10784039223679394,-0.008998476189239261,0.01461253106559733,0.02895543853041753,-0.037797295540988034,0.030364909312486397,0.01398887030575889,-0.028628134152488386,-0.041903698578197424,0.017417871412616654,-0.01168577120253452,0.028271274614764762,0.011884580719091615,-0.008101207600297334,-0.06162068162584672,0.004578237013810929,0.045657261211909494,-0.10952943189552447,-0.038501211873755374,0.05920116539019088,-0.003770907862737597,3M,ConsumerGoods,Q3-2024
-0.3718332879495181,0.1937026294683814,0.007223010137889335,0.1516065576425892,-0.09556460726191235,0.07967895764430355,-0.10759481064803031,0.18266279240699093,-0.3205493691054288,0.29805819014521295,-0.027935004034697182,-0.4067604523124168,-0.13997611993180462,0.0724669141623096,-0.014735829125975765,0.050066258695668504,0.0015418537157789918,0.03896875758916231,-0.03850852506858975,0.022778696615473732,-0.015103970556692305,-0.007904842197851768,0.006431973198184202,0.0738267120057946,-0.17705066901729058,0.19768735633489243,-0.09863287158856596,0.09203187507337102,-0.02325471140530152,0.10597465925584178,0.0069982837799854435,-0.015912334805696975,-0.007990815840738316,0.0755868984711949,-0.020539437005364838,-0.10799515079662966,-0.09930494492829828,-0.04524447338056048,0.06236497437247394,0.002943821765274729,0.004499340935197323,0.03920445720300894,-0.033371623422174784,0.07298105524052886,-0.024695095737660953,-0.01868491568732745,0.0459189570440158,-0.02014430021764816,0.02373323240262936,0.06741383469213814,3M,ConsumerGoods,Q4-2023
-0.5004199774030083,0.1941868646115826,0.0508703291063413,0.002265994881638074,-0.06814547882369609,0.09799628625886278,-0.11470300143159347,0.14605119680269532,-0.2485466892338794,0.2813253580096222,-0.06551973161971279,-0.2231450499254678,-0.09534093567106333,0.033310085810693606,-0.05635802661265282,0.03218102609624443,-0.06400844420775002,0.04875372488082521,-0.03823387602729283,-0.017665212529880146,0.05922907948620127,-0.018432254541184127,-0.020483348324411756,-0.12441467590624145,0.12133767713145671,-0.22642603279362258,0.03689650551553047,0.01784297247491044,0.002790563761168807,0.00021526678230211706,0.009834911733512778,-0.11036155462624367,0.04805892688664501,0.07512717573803598,-0.013490451801337858,-0.06646048521038893,-0.10990017522220204,-0.1675384851923514,0.08930109274166326,-0.004504444751318213,0.03330753716698645,0.008891505926051327,0.0028125441077559705,0.03568583516281043,0.04781116734888947,-0.09984736905135769,0.06369115749025378,0.021336258311115856,-0.1072380545495136,0.03860224684005638,3M,ConsumerGoods,Q4-2024
-0.4941037139443729,-0.26572657757420914,-0.004181442961177371,-0.010718219820520394,-0.20471459837818273,0.2056859324671182,-0.13489112007784487,-0.09348920196244888,0.07422497634221352,0.0760683838918196,0.1523254383987347,0.08049790702815207,-0.17399553074776342,0.07393439448919133,-0.05582968965163828,-0.0020418268703265292,-0.09912070213885368,-0.19471308734655082,-0.014071134315591559,0.07284616786419798,0.01235443731302986,0.028134267262280747,0.09918333645830371,0.0655145896340341,0.010020011728922898,0.014107971315579787,0.07643484832559802,-0.04715924904340819,0.01916710133722109,-0.0013154018361515583,0.03823562152254516,-0.021305419601889145,-0.004705498819038294,0.12689348220271526,-0.03422503082734094,0.10262561137878924,0.02635896652061751,0.013053942640705215,-0.028886548537303967,-0.011602674179821993,0.01650129985794893,0.016406624707091755,-0.007877177556001938,0.004387474250615823,-0.02181419983649246,0.020366441743553364,0.014609265216315143,0.0006615338567096484,-0.05197536441125149,0.011443883761911825,AMD,Semiconductors,Q1-2023
-0.6064145715139004,-0.3082735293943633,0.0008478687074977535,-0.03687985829579859,-0.24696887778755391,0.24259622147245888,-0.1771244587621016,-0.11180538156298947,0.12912399561556323,0.1144174127380467,0.19534376750702123,0.14380656641305226,-0.18766486315086878,0.034395973802825365,-0.011064318656957416,-0.039659983079825815,-0.1397622106454827,-0.2387938522766479,-0.02842174630407593,0.022624194016857103,0.013385695771898456,0.017185200103166976,-0.05660635874150339,-0.03244265877062484,0.001188620063770493,0.012119510567820303,-0.035763235336188075,-0.017230214880926024,-0.00797953375168809,-0.022329176363861343,0.0005626697631820476,0.008203127140470598,0.008381738488535134,-0.0026335918817081594,-0.002524056425304848,-0.04729766132202295,-0.008982601634461955,0.00018574602585190095,-0.027666592181085397,1.2300386129839582e-05,-0.012999575500290326,-0.010687141167396011,0.03296956647312348,-0.016555027207633785,0.02797440035762187,-0.0012061425378075907,-0.01937014417497918,-0.017182030919762965,0.03288974988276031,-0.0048841150350799785,AMD,Semiconductors,Q1-2024
