PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,Company,Quarter,Sector
-0.13163259269891248,-0.034488946412498646,-0.06571425509160372,-0.29166761017142734,-0.06397999179948419,0.17381839555398976,-0.2600525532518677,-0.1210275745622286,-0.3240483808551728,0.24977250598092035,0.5546203880283265,0.06988171492477316,0.0996289058235562,0.015730205325760135,0.20266336640962243,0.005290993555925567,-0.0313112767266849,-0.0534449791529365,-0.04817189265700253,0.04053097014416951,-0.013048673637685476,0.08534596831832669,0.028527798992356634,-0.009431623784278297,-0.008917007040367242,-0.0288005152808641,-0.005133583365854375,0.006396939873860878,-0.010070591825205606,0.004239831537431587,0.0072874678847572785,-0.043068100551813045,-0.014742943647719756,-0.016855780196426483,0.027534522941947828,-0.00713868045788418,0.011331304577659572,-0.009635586989769683,-0.013456278318097054,-0.01219793194075488,0.0019784937518839856,0.012953947964679876,0.012458740256273668,0.010557281753125973,-0.007052696866509169,-0.008070431013116748,0.011989937229398333,-0.010025747758874099,0.006951442928541747,-0.026904596927484987,welltower,Q3-2024,RealEstate
-0.129400793264154,-0.052250751771986494,-0.0986015723038359,-0.2783597856772691,-0.051387594387738704,0.1767459067023458,-0.2614109933808196,-0.11048207967526774,-0.3204063753767933,0.2784778786689602,0.6030808197488767,0.07086097642558245,0.09281876246833483,0.04749363324043372,0.22483368098436304,0.016072566264044512,-0.036060537471932316,-0.03533530358659193,-0.0749870750930377,0.003412996188694146,-0.005062539987741999,0.10665467416277105,0.030274783251010847,-0.009399937343376935,-0.03352417644571789,-0.021023446777498043,0.011413231314042862,-0.005159574694290906,-0.03369536384932439,-0.007168335409131919,-0.0018347917394556073,0.002571620200141989,0.009830789376120844,-0.008102583200485418,-0.012561539472036466,-0.01460320863118075,0.0028367576413266707,0.005419329472974577,0.020082037228750477,0.007558025623609124,-0.012407550857974453,-0.032850554795071235,-0.019098940845782956,0.005972939008413136,0.03419584850684281,-0.006676798713382119,-0.01540453250885653,0.008456838291944045,0.0009475402480955382,0.0037904646051079597,welltower,Q2-2024,RealEstate
-0.12012940458231244,-0.043295171736184426,-0.07666428022878806,-0.30071575650832166,-0.07183396576796171,0.16908378377150204,-0.264494080171253,-0.12213015278511537,-0.31995566436414574,0.24993155203900694,0.561205117168123,0.07654329059349035,0.09700693451052372,0.03001714052491229,0.22636854345462742,0.013202626058695918,-0.05283432696035591,-0.017624942422624423,-0.06701208470006924,0.02052407062202103,0.011133257185629181,0.07579994512691257,0.02923774669656679,0.01196176625671822,-0.020994228813370992,-0.012247810995695883,0.016956833413370988,0.011486480039522691,0.010150653546894164,0.0202535996366677,-0.013394380719218717,0.0044851356217302735,0.004682364448766094,-0.0014110150128218617,-0.019805458631082334,0.006091408793982771,0.001055393137465225,-0.0023279188224001593,-0.00031237032791608406,-0.0025322905331532663,-0.006552150977032814,0.016628385888421877,0.0017828625591165509,0.008002186039990887,-0.025710317808380612,0.004641316223251344,0.007815536724797083,-0.006070081937667067,0.029119147026043516,0.006498541284084396,welltower,Q3-2023,RealEstate
-0.13351021506915603,-0.04686182677320486,-0.09044608643939687,-0.2786547941202357,-0.05781487083256049,0.16282131652797224,-0.2644277790980241,-0.10905332988599693,-0.3219708080979114,0.273159638950599,0.5899801960594541,0.092087821118591,0.08696053058983082,0.03899470482388882,0.21350823376941358,0.024059793596752536,-0.03290963155722914,-0.050738337985954375,-0.03446668404501501,0.007072067975895693,0.01256663457767934,0.07522168301407385,0.023162974716874618,-0.00894543231542201,-0.0448873182925115,-0.00024557040547100423,0.0077308672467704745,0.002792400033524192,-0.019078255355988862,-0.009425780614618155,-0.003804418341988664,0.025363217822536966,0.0035035592793362163,-0.013033408555570832,-0.009201703446375793,0.010433938488120367,-0.02145513931645553,-0.0019020242161415025,0.011925470532490807,0.016930086394095236,-0.002157966756438961,0.0034785828216771343,-0.023313007040435894,0.018064839908099838,0.009185550539379288,0.01054305915410866,-0.005303378381797006,-0.004103503839784515,-0.012018034451166936,0.011260044376100458,welltower,Q2-2023,RealEstate
-0.17077644113132665,-0.022637683199500613,-0.07471457435749977,-0.28893475365255494,-0.07096405640953853,0.1579676343714487,-0.2690769729018523,-0.10383235077734683,-0.31742149557458765,0.2682131228267133,0.5372958130364401,0.0819119596072798,0.10853959714743659,0.04627196712764826,0.21199729932602507,0.01528390241437866,-0.056802357469231415,-0.0472686570034483,-0.04418826643715553,0.02081686260478466,-0.01369111879711367,0.053293367739796364,0.024134992904086012,0.006853633386366711,-0.019483953372399165,-0.0242177732068541,-0.00926316376047907,0.013560248424615652,-0.016681722568352757,0.011664696162946978,0.010342780691779688,0.004368519481913114,0.0002557264164641991,-0.007092290644066264,-0.015135394380601323,0.011507983740044357,-0.0162347794823635,-0.004499286155275128,-0.015968185133565738,-0.00849715421184963,0.01181791176346774,0.018196880437955972,0.007993581069632822,-0.0002001111225756288,-0.02235867481653865,0.008195684439913243,0.019680223875486055,-0.005901190971548417,0.006352178355157786,0.01255017658027476,welltower,Q1-2023,RealEstate
-0.15989466985485737,-0.021073436369270625,-0.08002992417151476,-0.2849212345414031,-0.05437207526022208,0.16957669784942878,-0.23942695853344545,-0.12842116708457485,-0.3278244784341218,0.22545635581919743,0.5247641042478325,0.08790148937569225,0.08087731753350498,0.033368567983716166,0.21084176317874684,-0.003699931192300189,-0.04557383931456287,-0.005494224620889543,-0.04843937932991031,0.017356161265676663,-0.012798688704102086,0.04954386194242791,0.0018303269707665042,-0.006376511626698536,-0.017368749345531696,0.008040847990698869,-0.02094717990027761,-0.01623252630255826,-0.017445634337614275,0.003242435572935455,0.022200534828759236,0.023991575217205862,0.007924249326119395,0.004488024679441045,-0.005489496004850888,-0.005698528962477534,0.02709654249284224,0.0046259946365664086,0.02334614197707858,0.0005930309851639921,0.008356280753397926,-0.0346086673651297,-0.011396285465501753,-0.03918728085913393,0.026233244940770607,-0.006375544090801334,-0.038919669011180255,0.027966268858788713,-0.033825837925534445,0.017277075550622866,welltower,Q1-2024,RealEstate
-0.15598258038567442,-0.016916467961810473,-0.06321887862637979,-0.3119854424853982,-0.06512917709364968,0.17007766793964066,-0.28862624749353627,-0.11669493130801897,-0.3130809786243524,0.25076058768141524,0.5075464810170345,0.054536728023393634,0.10950903377955777,0.016285093934013457,0.17058053949196655,-0.007915758118124965,-0.048608765924059986,-0.04029591839921649,-0.04993936710504364,0.04775785269226073,-0.017934903627467483,0.04380174567425789,0.021786891886445264,0.01346615482030197,-0.011894585769628145,-0.00917351021917238,-0.013684457569989953,-0.001940007109008461,-0.00419156534569674,0.0072237657364190525,0.004350318326584422,-0.035533786747594324,-0.02206749798060916,-0.010671029728172438,0.024402254600310716,4.3631303197043416e-05,0.00014394049653753454,-0.012719336913033221,-0.008397429573424542,0.002328952022753829,-0.01964204162610896,0.0038961572128183024,0.021751576242542203,-0.003196284771853277,-0.02035429165368584,-0.008556585337841144,0.01600202709515089,-0.012105978585507595,0.0010323275756355646,-0.031103423081149814,welltower,Q4-2024,RealEstate
-0.12793330757136798,-0.0482140541133134,-0.08609722418175271,-0.26774728958259364,-0.06992792395842562,0.1776726205286753,-0.2581245554180598,-0.10513065130519107,-0.33518441546906097,0.2745025671962259,0.6037677461808347,0.084586556660614,0.10328255304916055,0.02062064167143271,0.22076533273458648,0.005717900260678624,-0.05087227891955201,-0.048071177741558876,-0.05395779634865982,0.018712741854969312,-0.0092628347656095,0.07451184368749562,0.04015949694926959,-0.00655445298428139,-0.006527873996014367,-0.01026196783072761,-0.007013056084915538,0.003954776920871119,-0.015080777189335183,-0.001804487437639458,-0.016815034700326675,-0.015161783996656268,0.004628444080529156,-0.025681886407694237,-0.027885409331239966,-0.047317001243215855,-0.0008364648965597035,-0.014389776415827303,0.006289509792389801,0.000839369997548363,-0.012395560365267398,0.004074953893712111,0.0008350688526408496,0.0011785956785134325,-0.00539401371032374,0.0028370827306838605,0.017715178795385828,-0.0016603046311735364,0.03658574690444197,0.010642294539067449,welltower,Q4-2023,RealEstate
-0.12993986103467012,-0.027219721357932332,-0.06717457629564466,-0.35703110741260063,-0.14629833006873186,0.16065708689614178,-0.15594802284800285,0.061552394215092586,0.005493922537474989,-0.10401811253532964,-0.33298264944998296,-0.09856069046275223,-0.1275249341620198,0.1337831557123428,0.26962223357540877,0.06839564184507124,-0.027049532500351,0.12232136619249727,-0.02863155340430917,-0.06285661416569813,-0.03812267307520873,-0.0403791845289726,-0.051112007930315236,0.18257146228892204,-0.09402172737984255,-0.2264616027157845,0.10866954206668249,-0.019100342968043225,0.0031710650965431795,0.01751895886949807,0.020162974916151738,-0.02278513220271252,0.0022532354868916435,-0.03676740914703213,-0.045752914244670165,-0.08487257746095347,0.03623972161442779,0.02515136741626683,-0.03601395738861776,0.037441102311200944,-0.018381183975232075,-0.07713318535642018,-0.041041892239685296,0.006112006709065982,-0.03602387557746949,0.029502957641303264,-0.06012737091461849,0.000822860671583817,0.05877031625054558,0.0871742174499892,cbre,Q3-2024,RealEstate
-0.1080669290654935,-0.028157453926764758,-0.05145454114634713,-0.3682739442544209,-0.14314117544239882,0.14445730679648255,-0.16338822439564,0.05097714773612782,0.023733493479198817,-0.08964982966233578,-0.3270152747752542,-0.1087137840442335,-0.0898841775227635,0.12951610829353197,0.23688411305165516,0.07663073507356057,-0.002250312630478262,0.08097944374544758,-0.033387880821519375,-0.08200718871027642,-0.03073712744924466,-0.045801951524342584,-0.05256046942283146,0.17177083618582567,-0.10336108136261163,-0.24148716759790695,0.12060044813834524,-0.00349294280610125,-0.030186931749805305,0.011081435967566462,-0.0007537368981690709,-0.030171028353828757,0.022058467722301824,-0.03682834595250344,-0.06555283207691345,-0.08838998774556868,0.04504742428508694,0.03156459085120659,-0.026799835120224633,0.03939240037398014,-0.013511783476111133,-0.08983869651488088,-0.0687746886370356,-0.002039908141524835,-0.013058482435169065,0.029960082992901458,-0.10284742291076933,-0.0038200970445137344,0.060225945725783894,0.06218803094559183,cbre,Q4-2024,RealEstate
