PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,Company,Quarter,Sector
-0.18683035949688812,-0.0412950108394898,-0.06360468170593415,-0.33008037551210634,-0.10771793261358285,0.18574449643967272,-0.1619347032867979,0.015701752417198844,0.01339719231393949,-0.04666603242748812,-0.3274779189611607,-0.10645923375483134,-0.1009335598769811,0.16644128775792214,0.21438530780892817,0.10729175017142387,-0.09543700074158971,0.07516229119309031,-0.06201267314556004,-0.005191995570458367,-0.016079535715799943,-0.05944994313054262,-0.026638956443775647,0.20267376639841997,-0.08910196611067749,-0.2359411135264538,0.12387578241626154,-0.011827796729708124,0.0045803636641455585,0.019443114944107047,0.048010778026369466,-0.032678811321649126,-0.009166724121263311,-0.06470368140332355,-0.03830866516314171,-0.059097070046617295,0.01420238663361658,-0.024953736615444415,0.009503789051604386,-0.020927405050636873,0.002659474485457945,0.02432595129340624,0.02903498833654851,-0.008401140056038314,0.00968214641703396,-0.01582376764137858,0.013100175244399954,0.021824050795103918,-0.011345155383975182,-0.02605633063247386,cbre,Q4-2023,RealEstate
-0.1965887103649727,-0.024880979055271257,-0.05535487297676877,-0.3414940423915121,-0.14481316360530253,0.20167061478034048,-0.1439385989745684,0.016302706933702123,-0.010348809987542807,-0.06963489346644026,-0.33470288061506054,-0.12023189526160107,-0.1490593874185892,0.15705782565849025,0.18802175036230084,0.07314496815388438,-0.12304124314787893,0.08943738005904851,-0.05059113360990749,-0.006209226768840026,-0.014958920189707634,-0.08189353392627904,-0.05586820776380482,0.192318939459251,-0.07318505790958439,-0.2436406256730372,0.13531872597454395,0.016535784447125834,0.024968531213080528,0.031246254487101277,0.0023687120242732187,0.004486552539424304,0.004814788403661697,-0.04046012485147808,-0.06001854196606739,-0.009474965125224112,0.023068501329117617,0.008947083802688728,0.01551691609404263,-0.05798653017846583,0.01689798554123621,0.04402526989579661,0.012689876223116514,0.029875737464818725,0.006430299603967569,-0.028204871548791876,0.05891769642888653,-0.007446802934269575,-0.014716686979880217,-0.011019910718290352,cbre,Q3-2023,RealEstate
-0.14390573189256317,-0.027822883196573365,-0.0570645614774235,-0.3421638039457379,-0.149352320594852,0.16525138404488277,-0.14890225760471384,0.032302688316614515,0.020905770166402913,-0.08929719560032726,-0.33039026908614666,-0.10363137499998988,-0.1073136354703008,0.12481257081550759,0.25007780371692495,0.08134906777164164,-0.04535328081189774,0.07018934627086544,-0.03817760329334304,-0.05411955875340193,-0.0029769097241462163,-0.026042448688573017,-0.05975921195680164,0.21511651865712625,-0.09475153966652049,-0.2889524038855006,0.13213835990216455,-0.00998480015549355,-0.02901023872372429,0.002993659377406461,-0.003984380266159332,-0.015820548878747398,0.011988515158445023,-0.0642912914120465,-0.0852504926393379,-0.04366555617503474,0.01223474021682393,-0.015668844132811645,-0.0029714238978380118,0.010670717589894404,0.015584222359705064,-0.04019526641820941,-0.0383229280744628,-0.03170967302463701,-0.009286172412068697,0.012668312266498597,-0.03456166679545452,-0.025622936621971796,0.009466313778213737,0.022047284891542052,cbre,Q2-2024,RealEstate
-0.16460715880932753,-0.08707550283050357,-0.06251304587959157,-0.30329072334313373,-0.10368682220699746,0.17389761957593505,-0.1033282393922894,-0.013199650554788656,-0.000430007270927965,-0.06998283130193207,-0.32584563758693935,-0.10142153637964361,-0.1063152220095624,0.20766713635777634,0.2800397544884196,0.13792549694496112,-0.09194784860399771,0.08900142692419394,-0.06920003292807791,0.012890416623198815,0.0030235161601100367,-0.022060522764254933,-0.04278431072074078,0.210557395383405,-0.10114644885350992,-0.27499681073187854,0.1522113716292068,-0.00017844791591725516,-0.017520435450998496,0.006084745862449835,-0.007052519951530171,0.049512826021080196,0.013948120854643956,-0.025712888597633817,-0.06792590239191632,-0.003173779135698459,0.02273125561424091,-0.007087765382130391,0.01906531544863046,-0.0371956593658363,0.04300783021327979,0.043887086585195176,0.027686317442348146,-0.0017451841158348433,0.034783073150201474,-0.023432570230569095,0.010371444865350674,0.03196511692776703,-0.016655468240863707,-0.05687705263054846,cbre,Q1-2024,RealEstate
-0.20815712644956222,-0.020275808335044394,-0.050536145487196565,-0.32515321624842414,-0.1135493178640389,0.1985507100426996,-0.17998096348809042,0.013055748760572257,-0.005587746720277474,-0.051368732938989116,-0.3151143353107975,-0.10001253120264185,-0.11651913368567701,0.14881346726254077,0.1830370380961306,0.10547389217971816,-0.1482257621678234,0.06502899094949492,-0.008665680545917681,0.001150323018234612,-0.04373662900559463,-0.09663272475361255,-0.0406729815613791,0.18611213194333884,-0.05505780442845666,-0.23122712969822443,0.11936111703705227,0.012427107502783492,0.04658958078379314,0.0032354255301916203,-0.0121402481465393,0.031602479175183495,0.01488492273129558,-0.014223603431894985,-0.011979744804105083,0.08313521699182042,-0.023070438906127064,0.01276794219040478,-0.008647150521043158,-0.050486065874020394,0.007908583639688584,0.03756275011300777,0.00046594078741999046,0.061220516302967556,0.02120175973599558,-0.0340268664810614,0.0952065583848958,0.027893736169665936,0.0063608363883834096,0.011781854541131547,cbre,Q1-2023,RealEstate
-0.18777541104793297,-0.03424686049123167,-0.039231641431647875,-0.270098361482436,-0.07521677593686504,0.19663226060082253,-0.12265381390173531,-0.024055884411918676,-0.0010904847841363735,-0.04992005823636123,-0.3152349328728263,-0.06333170951900927,-0.07905232166726532,0.18011785422427198,0.1964576640846694,0.11983123895978401,-0.09921109342457544,0.05083767739660452,-0.079786504798379,0.00042039896492758125,-0.010151191088561384,-0.056667531418565904,-0.03987460733605827,0.22121803771381568,-0.10143266653027812,-0.23962356799604256,0.11114501908878158,-0.00048710146319768494,-0.012554522259318357,0.02114536935547196,-0.011300638046923647,-0.00016242803246214948,0.0012999944183211705,-0.016996680460331755,-0.06111922593783591,0.022826621380230974,-0.03315241527736218,-2.000438265336316e-05,0.04029017073353412,0.014642627063018618,0.008449262928513626,0.05541140402780446,0.05553993153095702,-0.04184147609163828,-0.027085605326333275,-0.002507615922801319,0.05106368388120012,-0.022891184273882224,-0.11046753184838647,-0.08147486656746745,cbre,Q2-2023,RealEstate
0.3838379950728872,0.17933313673255755,-0.02699797830629164,0.0764079994910528,-0.006382186421701629,-0.041948677147793954,0.028408922362403645,0.12633921081631005,-0.01917591820771946,0.1287358507141839,0.030533645752809892,-0.08089090582753737,-0.11162973216697965,0.1678817806625846,0.011104172641879158,0.03826955999145806,0.052264973856704575,-0.1658591808405849,-0.11545721479584758,0.26005432217256347,0.044714210156346634,-0.1849040404484177,-0.08278920434951462,-0.2527406891110524,0.07518958575255304,-0.13749237718323032,0.07356278134072616,0.12277682043784227,0.053360982749588524,0.005784971406755351,-0.027837895406366768,-0.046069464903308446,0.02748072016228518,0.03915716833064443,-0.04725456396612092,-0.07290627597847549,-0.24450894348901886,0.06037026496450734,-0.14939562104939538,-0.029533648544050713,0.05415942062609788,-0.04509675027553072,-0.031388899253265816,-0.06882007456745452,0.009221557100063947,0.0225701929892388,0.040452999344170903,0.021941972250868764,-0.03668577270645585,-0.0806481063947157,qualcomm,Q3-2024,Semiconductors
0.16971485354453025,0.018735164831761363,-0.0037226287212761095,-0.03411364387694709,-0.1172142234225592,-0.12526020577174285,0.09694737712872557,0.1310266602854082,-0.04083170455084336,-0.020765243924721292,0.07426088378800753,-0.018776060324443445,-0.14064162305302652,0.10533824322818225,-0.07159705043113625,0.03136970728231683,0.07248433918250077,-0.16668032164180482,-0.13454327638415056,0.29899833408442006,0.0008252606844221463,-0.16897661086710208,0.03763480347651787,-0.20272641662877702,0.09666572600306034,-0.10958759815503265,0.10103854002149786,-0.03480329411175047,-0.05489002723168189,-0.0010869555633850096,0.035851569572237445,0.007836786400393739,-0.0006781283310461541,0.10582021511487423,-0.031961912847631814,0.06955006238412234,0.3717185599676348,-0.08821915850541094,0.2933083393098058,-0.004557314573693726,-0.05713037538629268,0.07262589393620546,0.07501195953657673,0.06959013535014262,-0.07946620040159268,-0.06628190892777236,-0.103224052378229,-0.06671524697503638,-0.002806999617819539,-0.02194893655993702,qualcomm,Q1-2023,Semiconductors
0.361127740458515,0.1652922846497562,0.005691421954553377,0.04062667090510613,-0.06381809297954232,-0.09254488416828643,0.05862574551652941,0.12623369616020202,-0.04123232501076143,0.09131305966930094,0.0252570146075119,-0.036419591892839304,-0.13898034917706042,0.16444989926988193,-0.02279489623494577,0.0051454336419628904,0.03852053447079849,-0.1488467398830617,-0.14654052244736443,0.2860046560305338,-0.01158220351240662,-0.17573945220112447,-0.017806558534254852,-0.2755338710339035,0.14372825640936096,-0.17933737882483958,0.10345332790415701,0.048772005620181025,0.007693091104677109,-0.01899912697195053,0.035532515418014145,0.04010939297967244,-0.033429557984436364,0.04780906748080377,0.0009733971587780086,0.025307329761369016,0.06767443117767005,-0.017231736100134926,0.043540126590198625,-0.05551409271157062,-0.01857690209668663,0.035152950778001985,0.0509341401101182,0.0038831788040846566,0.001096175851805653,-0.031907477304678356,0.004141523464957233,-0.04033230903504905,0.02334476799794771,0.06291194039184292,qualcomm,Q3-2023,Semiconductors
0.2949863542496971,0.09268177662192675,-0.011883036648281836,0.03641956658458923,-0.0517725314897837,-0.0785950534121526,0.052880169911335456,0.1437355794168005,-0.02007217262907447,0.06043427960403681,0.05246334732800861,-0.04655184779655036,-0.17187225285273594,0.154166260551407,0.00045584897209660153,0.035867691089773994,0.07983104505269994,-0.20739014023805197,-0.17164082542154205,0.3219949677279025,0.0404335676611054,-0.2278088467939871,-0.008809064719152972,-0.2840047004323364,0.1737438028567309,-0.186132863529742,0.06793809412504742,0.11565800070981033,0.05538477146905947,0.07036534593326667,-0.00764475605304462,0.005467391979488684,0.014405311650884689,-0.031396706414981,-0.022639421867396887,-0.037601802070246534,-0.05137160162838324,0.03979528136307178,-0.049085510696809005,0.03371141900382899,-0.013261813686683445,-0.05665198597807595,-0.05308954780159101,0.023487660738671763,0.038470504251602415,0.04143896375196222,-0.024513772458258178,-0.014836372782324374,0.035489985656296574,0.04858422284136128,qualcomm,Q1-2024,Semiconductors
0.3678919611502844,0.16163030674850276,-0.005198785870691488,0.0535238661526055,-0.04259908556440659,-0.05741136195859693,0.041212940461633166,0.1470471885753897,-0.017466813222171095,0.08043671267072298,0.044501997317453336,-0.06659749753507091,-0.16339671990096893,0.1320326148764502,0.00471924265742107,0.04696432824306092,0.05375750013485749,-0.21912391037438914,-0.14780779546515063,0.2828885906668749,0.009360200505651348,-0.18449035866751592,-0.05801239460213374,-0.26876348279382095,0.156669357183143,-0.1747048948040171,0.08190653471193,0.09234216719319226,0.04680578905747914,0.00456257156685717,0.019509155332082626,0.018903116531076535,0.007767454745386518,-0.03394456055361123,0.0013294857155260707,-0.035204907004331085,-0.04266025212864743,0.033857919766138375,-0.08904329031887345,-0.01874908769546324,0.025895543755610925,-0.04658138151526227,-0.025114601726944477,-0.012284037617243424,0.05141758680585848,0.038453487552245764,0.05920675597542183,0.011738193159106448,-0.01651845474099339,0.03859466899755969,qualcomm,Q4-2023,Semiconductors
0.3447805588986095,0.1402587492780271,-0.00654123410401352,0.025707595080583304,-0.08192337523920463,-0.08741006529029503,0.05116214985818381,0.16826687862542652,-0.015759226010985148,0.08779340603829011,0.0487038724377152,-0.08546184350411966,-0.15710923719119116,0.14064969915554706,-0.0027745923652386347,0.041288557970992325,0.06419359400658543,-0.22770851669541595,-0.1516586382928119,0.2596010426009249,0.008078114025361339,-0.18848494025785453,-0.02016993505567795,-0.2527382776549646,0.1694615471438993,-0.15258993374723576,0.07286431313717517,0.041687256176076506,0.00174049152054728,-0.014795845834594533,-4.050678290300145e-05,0.00504687152344785,0.024148474144594218,0.02968195271659144,-0.0317142420820427,-0.03970056438905925,-0.10652389709363921,-0.005675176313101663,-0.04350171006411536,0.034818788943857475,0.008002216651402598,0.004382578577194076,0.01814557141659203,-0.018952319265000087,-0.026520375435407154,-0.007030673939346665,-0.031211180710319128,0.02737759857408248,-0.038947888463510286,-0.041786997586530296,qualcomm,Q4-2024,Semiconductors
0.38394975702078926,0.17417201909005361,-0.039062503308944466,0.057185146160024326,-0.03251710328809186,-0.05035305126068769,0.04392729642753726,0.13819335107392738,-0.0324258008339577,0.13543022603530488,0.04442046421804522,-0.09214287231102976,-0.15731747202389415,0.19032571526320868,-0.024570113983615666,0.05666225116468504,0.020005269448949186,-0.16607849203942546,-0.12910102792198652,0.2863411279374648,0.05258572895196529,-0.20320383234170253,-0.08933089642563834,-0.287340331270319,0.10150433827703292,-0.1627389705073542,0.08070213961471918,0.0681476260244455,0.050108847869932346,0.010965053522652889,-0.03259262249440525,0.006278425770234636,0.011463056911650508,0.01746399280781254,-0.04083155706632612,-0.06300940752612022,-0.16783901909665178,0.030417590754863204,-0.1362238673729432,-0.019752232929338368,0.030307224396122934,-0.05173283107048856,-0.02880659533790685,-0.0720486967465813,0.01598761675520378,0.007834177494372213,0.0333801866405606,0.03787499593435139,-0.01911504221875271,-0.031007617735966067,qualcomm,Q2-2024,Semiconductors
0.24310853415914077,0.06542307254299971,0.0177667844962774,0.001263614226613292,-0.12475951711491177,-0.10391218349086469,0.08004440902272364,0.148809170821576,-0.05067874122650026,0.010521906413832353,0.06437402507341371,-0.04397087398919617,-0.15586864087025332,0.1299829956771118,-0.05615422851759938,0.05207072484621925,0.03924720307027487,-0.18433681009439054,-0.17530740806674697,0.3508123194173813,-0.01932476759978454,-0.2002802214859189,0.02084236343189579,-0.27031178304834136,0.1349356473779473,-0.19168137638899135,0.10052516184280753,-0.008063401086852044,-0.01638724894623246,0.022614155721871157,0.062413099400286394,-0.0214630569992011,-0.024876582051571023,0.07488007516435538,-0.007128295473923135,0.056158261065624306,0.19277829099201987,-0.05891674763201989,0.16117708184621082,-0.004838007698936729,-0.009363384030473825,0.059355510268563,-0.003724820256933108,0.038164867256766315,-0.023780687365293658,0.011138408361875452,-0.08418278325421061,0.0036603084797582294,-0.01492625084736362,0.0964925073679579,qualcomm,Q2-2023,Semiconductors
0.2848283742506808,0.14232341910301466,0.048015176171953805,-0.008086684871949797,0.023326469914930616,0.013492730443927523,0.11482375841495765,-0.19403240485690487,0.17622868454980908,-0.09401009651047293,0.030344852395852048,0.013049599304603088,0.14807743311194485,-0.05023278650448815,0.033029872224992214,0.3177403514761865,-0.47065898376148924,-0.30450887514013625,0.12653088019587427,-0.03291294991866287,0.09043936337102873,0.024538103267484748,0.1356694287767435,0.013335258422559124,-0.010751116364313437,0.031140240261426297,0.02046251025428773,0.019080906084797743,0.15864987477964473,-0.044639801334242675,-0.001394097570426809,-0.07762462551855695,0.056592322046601466,0.05162932694899971,-0.006952026505953427,-0.0071244250386048365,0.03813511813201202,0.04595946985645953,0.01601822767324221,-0.00802128990234337,0.012139773947022885,0.004057967848069266,-0.0153827070208601,0.024198699984381924,0.031057248612929654,0.008455369221439659,-0.04353896478411342,-0.014819483566095864,-0.01921478448446279,0.019669961843589906,microsoft,Q2-2023,Tech
0.44318306890636455,0.2754310739784152,0.03729043693581955,0.03716690318889945,0.061823297124097,0.009719482319335029,0.056498129875293485,-0.14993237143997648,0.10950510925594194,-0.008112427788479086,-0.0341613306082966,0.01989379658767099,0.10931947282635916,0.02306176085561407,0.005558865091094842,0.2117327735589711,-0.3848742360951101,-0.1295253865256975,0.062359965786828495,0.002578782276755447,0.06845792219982917,0.030253737933198535,0.034005286168249556,0.008452420032259468,-0.03325302545556095,0.004088836064155146,0.011493275268329195,0.013053224812206578,0.09777581589467224,-0.021217267488003667,0.0015726065797431032,-0.021027417126262823,-0.03829681461732298,-0.03277897669543969,0.003836721991141318,-0.006096886806891457,-0.039087231993988954,-0.02110373461816134,-0.025231204832508982,-0.03025536332174738,-0.030068052132574487,0.005508386529857337,-0.02911289546253877,-0.04802637051749561,-0.022891044305499188,-0.007181756255659652,0.031128403432127822,-0.024815360123856652,0.027125738528048487,-0.029016884394367545,microsoft,Q3-2024,Tech
0.3984939044402316,0.25047621066565723,0.03730777582075894,0.03328152814207005,0.07682809265740874,0.01957143905851671,0.07838852895266302,-0.16452903045578054,0.13078183554521036,-0.021323562240939356,-0.004768785031951236,-0.020024507871094232,0.12334103939269463,0.0010215866929793819,0.0419906652965501,0.2654871397496791,-0.41536318797549865,-0.22031540327094418,0.11256374191899857,-0.028760226588884732,0.09861024127077604,0.02214323569998642,0.04985397291170381,-0.002386895484326755,-0.06136959115782313,0.027621164302732613,0.018568346478326444,0.01930409207772307,0.15331536584612268,-0.02306831675149134,0.009405710189046897,-0.0960589694052487,0.014249744024449808,0.03979674068779469,-0.00530179774346008,-0.007321331627220244,-0.05999673364053275,-0.0013460628920731212,-0.00697103144498027,0.002536077798841204,-0.024521356835681987,-0.01828427513701278,-0.0057271308498917884,-0.04884429562976955,-0.015584798052960995,-0.021236771040320488,0.0031334444831322607,-0.014788317336954538,0.017397189749663863,-0.017404805397330803,microsoft,Q2-2024,Tech
