Date,EPS,Quarter
2025-04-25,2.94,Q12025
2025-01-25,2.45,Q42024
2024-10-25,2.69,Q32024
2024-07-25,2.69,Q22024
2024-04-25,2.94,Q12024
2024-01-25,2.45,Q42023
2023-10-25,2.69,Q32023
2023-07-25,2.69,Q22023
2023-04-25,2.45,Q12023
2023-01-25,2.30,Q42022
