PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,Company,Quarter,Sector
-0.3113554636601133,0.017814480225462698,-0.46743198316508383,0.22932984219625493,0.48822242043662384,-0.33152622300567186,-0.287136947480486,0.027404864501553133,0.0074227778613014505,-0.07670271270221175,-0.031125484729874142,0.005399343218017163,-0.030594850776919334,-0.009804789890576088,0.009446351715198253,0.0038398891247536245,-0.005297224759516808,-0.007679459453937274,-0.0010837919055116149,-0.002708089415484064,-0.004636355169831154,-0.009299526213993643,-0.0004879156765314815,-0.002219583513704843,0.004164601261094581,-0.00615973986559745,-0.02530525506885223,-0.01324204981618544,-0.00895387047901071,-0.0014885823702216181,delta,Q1-2024,Airlines
-0.29413379291321456,0.00499512455787571,-0.4765373526886399,0.2254623955059528,0.4895205246528788,-0.3357124118569384,-0.30396978799437774,0.007159747776296446,0.014401304994909409,-0.08180624748032664,-0.030842431410513318,0.008997708512586057,-0.031904270991651926,-0.00977663353173204,0.010324289438489738,0.002362519031243368,-0.005709397163939464,-0.011240121767340351,-0.0036633228236733944,0.00126006857805587,0.00364164105123906,-0.0026047433232670378,-0.002517207561761439,0.005723681518520753,0.00033887190789772193,0.012377856405192659,0.0030747562559922214,3.245448641053226e-05,-0.007316664622234363,-0.0040002916787531696,delta,Q4-2023,Airlines
-0.30729711781370805,0.01934856207444947,-0.47071317720042505,0.2298224514322591,0.4917416988025996,-0.33065652829536135,-0.3005762856399861,0.020844706376353047,0.011520878182386039,-0.07499549235738558,-0.026640468580492682,0.00616247806612291,-0.03259998073890499,-0.008837487263771628,0.01121409602839469,-0.003375743796564714,0.006375661245555664,-0.01349525129626581,-0.004349631785161444,-0.0016688921564295043,-0.000931027611308738,0.0010628689367556178,0.0012469471320908675,0.005679843419177695,-0.000295521432793991,0.004046861507696144,0.011116664102817595,0.001302612146991368,-0.002725024563343487,-2.7224680130572303e-05,delta,Q3-2023,Airlines
-0.3087807859752626,0.01475925526175761,-0.465872965787623,0.223948957990525,0.5079362611752779,-0.31632850854893624,-0.3123455456100973,0.017539263338056905,0.016344187873447085,-0.08479646632076707,-0.03766476458211053,0.004746662364518327,-0.03537729057414584,-0.008784004848775612,0.015154659258355128,0.005096393215981541,-0.00039838121594209115,-0.006681092221538835,-0.0013108256392733966,-0.007778931448216498,-0.00586693658686721,-0.0017711363124577144,-0.00453791365116489,-0.009974168834817988,-0.0036091700553326175,0.001245586883735126,0.00818753122403943,0.006671511829930793,0.011748612057522072,0.014986417407927414,delta,Q2-2023,Airlines
-0.30229613690075713,0.020955541414219993,-0.4666490839150056,0.22896917946713666,0.495777443052184,-0.3329882995023423,-0.29765604416721375,0.02012742301449898,0.016491712877451336,-0.07661515632680851,-0.022364750671164762,0.003036872944488697,-0.03040389739076985,-0.012902266234238605,0.00955837813031732,0.005508145188400639,-0.00018247390223806632,-0.007660100681065743,-0.002173645367848017,-0.0024732030322656487,-0.01597618747476979,-0.003528147323817764,-0.0003318572832394191,0.0011688211353790576,-0.004735637773204528,-0.007892689209773266,-0.018744816665205652,0.007522333053157138,-0.007968281166898808,0.009650947370044422,delta,Q2-2024,Airlines
-0.2867690856646644,0.0032579481741542753,-0.4697501394403762,0.2162932167614987,0.4663254739669055,-0.3096490015487193,-0.28778225544251523,0.015316221925827848,0.012494335471235048,-0.0768590018683897,-0.035968801699093424,0.017346474091108326,-0.02978078516158213,-0.01845376382096031,0.01600184960774515,0.011845243764749184,-0.008044759996659207,-0.023523472084100324,0.0035472834282770423,0.011146748843891326,0.005085642863820471,0.00373187544398607,0.0020918043571152255,0.002151445989589389,-4.963512583626609e-05,-0.008612635197985344,-0.01743166726255132,-0.0074845613508121005,-0.012621826125538058,-0.011885217122628682,delta,Q4-2024,Airlines
-0.30235035525500775,0.01345832628189475,-0.46340732473680807,0.2259114628925121,0.49486927285091376,-0.3252765823961661,-0.2979798411303241,0.0229878190830316,0.00958533602978552,-0.07405333954393907,-0.033351903256618326,0.001967918224353003,-0.02713617069487274,-0.013144618023711528,0.004994023583641804,-0.0006790986730793444,-0.0021341491791235807,-0.008054634292815194,-0.0015404599726641858,0.0002571073409316243,0.00430528705032165,-0.009572991864054201,-0.01147723070897373,-0.0027831410950278257,0.005103951597814434,0.012384817815139143,0.023444613739895738,0.0092724867257829,0.020661425882432388,0.004517836782288863,delta,Q1-2023,Airlines
-0.2982356135154272,0.01607057202377599,-0.48601987931337104,0.22367856465923888,0.4865476815514862,-0.32509798757743624,-0.3084132111165583,0.019820400787890387,0.025611890562406994,-0.07663922313262142,-0.03169513966308703,0.007997346341097167,-0.018974367057930756,-0.014094658675425047,0.008510300447202331,0.011710311499689376,-0.003561978331379096,-0.010843173040640528,0.001916633491953874,0.002464546182924278,0.0022994748086635525,-0.0011285889601215062,-0.001062750466454211,-0.003981374877112986,-0.008680719427973469,-0.002764509058393912,-0.015926456641708175,-0.005200478686982473,-0.006467329849518054,-0.008931860883838794,delta,Q3-2024,Airlines
0.3286252421001509,0.11012307754533113,0.19947722033180032,0.0057779686999026615,0.1882050997299545,-0.02491490742304634,0.09164005362447329,-0.08390116920449142,0.015902699848155618,-0.12068423585101705,-0.012731825191377317,-0.039468660523619706,-0.14905291383000518,-0.01879284131602436,-0.050888067405172065,0.4733588609086473,0.00213415955095912,0.03501186191522192,-0.00015359053885808418,-0.03933492748650625,0.037889770257828824,0.0035632634156665126,-0.0037415293639443685,-0.08812318600356712,0.34403028717550044,0.1337653394192027,-0.025320585519432833,0.06102698845820931,-0.032339641066814105,0.008096464491411907,intel,Q2-2023,Semiconductors
0.34634477784861695,0.13536552112461875,0.19502645765961896,0.011310573473761578,0.17503859789149387,-0.022405524207385022,0.059690832299479024,-0.0751253009467685,0.0019395594428866306,-0.14259321397229693,0.0123188595779917,-0.04032312648331592,-0.14643435638842728,-0.040154446094302715,-0.03896263804218724,0.5299682247193694,0.003841857158042668,0.04846659049367879,-0.006270654381850427,-0.022590487298587085,0.020831774464180015,0.0013902873979843792,0.011270416784534082,-0.09992847427558177,0.24869511377840609,0.08300322007193148,-0.0052574819119289695,-0.0003409929118316658,-0.018386204286882177,-0.021762640112642204,intel,Q3-2023,Semiconductors
