SVD_1,SVD_2,SVD_3,SVD_4,SVD_5,SVD_6,SVD_7,SVD_8,SVD_9,SVD_10,SVD_11,SVD_12,SVD_13,SVD_14,SVD_15,SVD_16,SVD_17,SVD_18,SVD_19,SVD_20,SVD_21,SVD_22,SVD_23,SVD_24,SVD_25,SVD_26,SVD_27,SVD_28,SVD_29,SVD_30,SVD_31,SVD_32,SVD_33,SVD_34,SVD_35,SVD_36,SVD_37,SVD_38,SVD_39,SVD_40,SVD_41,SVD_42,SVD_43,SVD_44,SVD_45,SVD_46,SVD_47,SVD_48,SVD_49,SVD_50,Company,Sector,Quarter
-0.43945462488366316,-0.1756050669685063,0.020131904482293465,-0.12162922832749612,0.11136329648378639,-0.019450181787065392,0.02531890308279391,-0.3170224769436301,0.18816861641207183,0.41206516016824557,0.15357725284518622,-0.28226459385293173,0.39127121541416193,-0.028374410844966495,0.09948293264404803,-0.08443702554438882,0.014541986056213386,-0.06382758894411703,0.01587176016220079,-0.03865144401212822,0.011543966865908112,-0.045702484274669324,0.18053791879979442,-0.011115971615771294,0.00461789722890408,-0.04281272060809356,0.027236173143405196,0.02302807951055007,-0.0361371040331626,0.07013084915465809,-0.05972189952006633,0.027673280789407187,-0.006552751196653024,0.047080632645937634,-0.08355258128216342,0.028396210119518123,-0.044345530718035035,0.04013097337938392,-0.0867724973569219,0.0403387680846769,-0.01601493465181547,0.04762584289630231,-0.047310734980991906,0.007481197529687838,-0.06136144441624319,-0.010380660075329095,0.013321615208630655,0.033520302560038684,-0.08198264758880426,0.001919503125445797,3M,ConsumerGoods,Q1-2023
-0.4449879756990085,-0.21068049704249564,-0.005231316752186266,-0.13650276095872108,0.16053536739803645,-0.005940687584030727,0.049103648193982545,-0.27584524317081266,0.2097992634621273,0.4078707539048435,0.15239062853184487,-0.28351243868256865,0.37779535160941585,-0.024607272316803437,0.11852928830989808,-0.09299214155250891,-0.0011329210618612265,-0.016530447588399704,0.03365984343274707,-0.032218484975377985,0.0008485998289034507,-0.008472792211877031,0.06307322501587709,0.05296999852705025,0.02120818806772138,0.00782644188072549,-0.027390589905297844,0.003809365371381319,0.017820080003075632,-0.030374118554445675,0.09217685181679326,-0.018748343868643026,-0.04043678893247041,0.010627218680613879,0.1023892519135055,0.03365604387352492,0.07438423185506642,0.03177832994720938,0.0891541517130028,-0.02012274992402915,0.04815211770360389,-0.06440602820925738,0.03356324640906015,-0.015015986356979458,-0.029930749105347595,0.09257584715015123,-0.05535284687613844,0.04938642134311401,-0.004059845465916681,-0.0068839026964214066,3M,ConsumerGoods,Q1-2024
-0.41074474435617103,-0.1856135083024145,0.008528477466152084,-0.1457539463620802,0.1558533729543539,-0.022048170932262384,0.014610030202622817,-0.3106553407867416,0.19741163349110774,0.42238725481434375,0.1591919765581492,-0.30303572459320594,0.38532453788517645,-0.019225621043803886,0.091773704683437,-0.09112609466519264,-0.011997809623130207,-0.044692518250254235,0.042417738351805276,-0.023665910187202245,0.00947379727353553,-0.029991228881883273,0.20150276508845494,0.00676212447246022,-0.007145562647780204,-0.037765727102545006,0.04485142996838964,0.016203183710218918,-0.017523534358794605,0.006016060601008069,-0.03947455343444755,0.010430143775035214,-0.05668494727163895,-0.025912509207110544,-0.06787410164643697,0.053087927372335746,-0.009223839030563915,0.009085491791844801,-0.07625632674303814,0.05315437093438564,-0.061876973760856976,0.029994339165939955,-0.022385564729053085,-0.033206403444587314,0.012221277894612529,-0.016964561447476788,0.030325517235019993,-0.032138498331202296,-0.044864375455215544,-0.06955088677573837,3M,ConsumerGoods,Q2-2023
-0.5218357533386802,-0.21154548670999426,-0.052905065225041334,-0.09559828969219789,0.052051694254616775,0.0013057468112062205,-0.008184657638997284,-0.2331529121979715,0.19037403500926312,0.33800452471577136,0.07708008009509566,-0.2161276455137589,0.28340463865768684,-0.02120934215395651,0.07781014915936182,-0.07295941597603697,-0.020276924159778345,0.00245040563850259,0.045406960790782123,0.03024243403099783,-0.015495337030920188,0.06719460122176456,-0.33754362305401475,0.01960892087815612,-0.0592760244624076,0.10457333470114978,0.05858185193550763,-0.10301987050948233,-0.00836440010362918,-0.06385478467791865,-0.016012905242726774,0.029680983960697637,-0.21226738345018814,-0.16180907931211105,0.030604073541948863,0.09229701100143728,0.12908475101204311,0.03988787676718226,0.021466906031112648,-0.013700490465393721,0.03355262164776817,-0.03404110492119466,-0.03289618181188241,-0.09992848947341175,0.10776474103631539,-0.027206901351567524,-0.020675001510723538,-0.05001668610570297,0.07772203570154669,-0.028531036440339257,3M,ConsumerGoods,Q2-2024
-0.4258969630695481,-0.18754313963089433,-0.0027587746159284847,-0.12313050280305207,0.11939054116149528,-0.015181765988619254,0.013720638844681853,-0.31770059219027724,0.19969430913753028,0.4401488777177925,0.15726882509958912,-0.2963468381563664,0.40560378347548254,-0.02720639238696111,0.11140331111818062,-0.09701658109962183,-0.027392693579238736,-0.033468934412997954,0.045633083872187716,-0.02164476613279981,-0.0011467712858359018,-0.015426803636668283,0.1445175586964775,0.009637855606510894,-0.0006782321920763727,-0.009339521648212099,-0.046519457393598376,0.03965109218903817,-0.01743443322772993,0.02670130700211443,0.017706374541171157,-0.02733981335493817,0.03341304412953673,0.02713125255073757,-0.029521374044899358,-0.034044938956129846,-0.00793873047125499,-0.02486638645883222,0.007093713182628027,0.017040979279915942,-0.0016052557198876615,0.008751616394731349,0.007701647168640478,0.01466008535327329,0.004120165133779431,-0.02513714758040776,0.0492905137718138,-0.02125891525635938,0.016289211456997972,-0.03334762139425603,3M,ConsumerGoods,Q3-2023
-0.5781129670227917,-0.21997800609385318,-0.05526673170522594,-0.0513988254707417,-0.021783482305166278,0.007888215609451093,-0.03795632648997334,-0.26754316529758304,0.14013542856087519,0.29752603362005553,0.02221352475644843,-0.1584375673686946,0.25178889191783077,0.0005331616993267699,0.09374500808017397,-0.07218629945064797,0.01105630457449731,0.00011604176186116797,0.054873222237700615,0.07770287362894016,-0.015659327252981765,0.0916069865034794,-0.4139527028357007,-0.022968493624119395,-0.02378175724270916,0.10868006249453604,-0.05396499700863701,-0.026994686200418443,-0.009726241998211963,0.05826468789494286,-0.08334147322214819,0.023140004470772507,0.07110998513185963,0.05403756190494668,-0.14306890990769983,-0.020928971655780525,0.011182851284351794,-0.033716356413182824,-0.0320401415639487,-0.0077588948610027575,0.013101934782088022,0.0223247959652779,-0.042896149782490324,0.02742001967525775,-0.05766234544082669,-0.09075630302547376,0.13566934917118692,-0.018947876147758124,-0.009526119912576542,0.08414461390227315,3M,ConsumerGoods,Q3-2024
-0.3933298738221271,-0.19460552235002482,-0.001621856064219558,-0.13317229582974438,0.1695520112556349,0.005668260658206695,0.03511298452118038,-0.2513516734075948,0.1908631608345357,0.39449477420734985,0.1582584565398228,-0.28605517734751745,0.3786068654105092,-0.03213428897450137,0.09186378425187948,-0.07557993751276712,-0.011157709916730032,-0.026007609171911264,0.020573328393505726,-0.049620323829916296,-0.005528835248029822,-0.04534783075754313,0.2791644799162528,0.06619560187249063,0.019341354361815742,-0.11031005636067438,-0.03592080118054725,0.021205035788948993,0.02309601934613372,-0.01026393523105795,0.07471213919150861,-0.04036385145438113,0.029690145482128033,-0.027768025210891157,0.10447233799154435,-0.10948993730419683,-0.04864110049194316,-0.02064089244461413,0.06041061866646345,-0.0640426280358417,0.031687317017279226,-0.010806745937203047,0.024477745844277157,0.031061707996258223,0.05467822427029678,-0.04083476651868573,0.008906823835372035,-0.009002434197992612,0.08786577037746866,0.09946576975779,3M,ConsumerGoods,Q4-2023
-0.5489562462640567,-0.2249858094547156,-0.05387504648246543,-0.09233158072031303,0.00599455613133682,-0.019982247394715918,0.005417662691861381,-0.2593724840281452,0.1499210158562169,0.3332015678193132,0.04674551788628397,-0.1970167725223418,0.24901322364224138,0.02341266923206897,0.08355344801194925,-0.06492596553147324,0.0582165771490749,-0.0012110705061257098,0.04205193496038379,0.04366765503633479,-0.0035257908108316583,0.07630250232483446,-0.3362480360413237,-0.03536291463393251,-0.06922572525634911,0.16161611372431706,-0.06445980275858527,0.0026649490634304135,0.07201591686781066,-0.08067222954322287,0.0024335886574588963,-0.04245147596650113,0.20678693186859087,0.08112107445614726,0.06512363940542365,-0.035189322065686986,-0.07589379989966287,-0.0477353761259998,0.06647164120308827,-0.0149589242562083,-0.06718663235047434,-0.006189338258104087,0.04268500508297527,0.09507525302977504,-0.03477249705160375,0.1047317977787241,-0.13789709158661112,0.04619839329164695,-0.029464231296985062,-0.03390716785205503,3M,ConsumerGoods,Q4-2024
-0.6319103778726535,0.34277539274320434,-0.03327656256196597,-0.19294141651672744,-0.02679678060327397,-0.23464473524608753,-0.07930026578485957,-0.17464224696898115,-0.1629241361489252,-0.11299885296342095,-0.13167701978328933,-0.21122443723159837,-0.14614422418335737,-0.09458257959849152,0.20233372437331248,-0.10945596629803846,-0.013716565890509189,0.21540690103928878,-0.023281779653553172,-0.05987653964986555,0.0016852101075131205,-0.010151406322593424,-0.01952711471860212,0.022538398620403327,0.013200781709863892,-0.019243235643039924,0.03397737387144429,-0.06857986009255211,-0.010332785618242864,-0.005827445158526473,0.0276562557495864,0.01890771975974898,0.016057114652561395,-0.08751734584064584,0.06955284832092462,0.06848053117106793,-0.023835903123047477,0.02428028144384967,0.04252846508832757,0.03737125819929421,-0.011706822240496718,-0.01790299493546919,-0.06897877089928438,-0.004624288576834283,-0.03484514779588044,0.0696593830552484,0.08358112115980379,0.03925087653965817,-0.04339808598739792,-0.013749293722557307,AMD,Semiconductors,Q1-2023
-0.6362866195832789,0.32849993503972535,-0.015742801071987274,-0.1777152421396807,-0.027165575843642487,-0.23547670492939748,-0.0933313488704335,-0.18755216690773624,-0.1589783372905058,-0.11755074463862986,-0.1538878507146976,-0.21036798228200226,-0.17832584580951807,-0.11355782915767168,0.189108587457506,-0.08473750979004391,-0.01027211314077506,0.2758163827380916,0.0024973345418288196,-0.016463489828783498,0.012122496557092912,-0.003629408182444993,-0.0013183994580113067,-0.028457651435148987,-0.004716542170465272,-0.01904000797250593,-0.016040262399883588,-0.03449475711157274,-0.003974608066580488,0.03739989731326113,0.021974502618189624,-0.03192781751557845,-0.0033496102400763,-0.02229279718441667,-0.04391172791133056,-0.034237069078762526,-0.02971794146534065,0.02728949588582849,0.0226492593234574,-0.01309343618515284,0.00022668535249539343,0.005048929863097068,-0.01519683311359541,0.03507977097110502,0.00016805553913219238,0.006716328888473553,0.04800399017251047,0.010252605742468664,-0.0079839810475851,-0.012748521376923328,AMD,Semiconductors,Q1-2024
